"", "case","response","order","id","age","male","edu","action","intention","contact","story","action2"
"1","cfaqu",4,2,"96;434",14,0,"Middle School",0,0,1,"aqu",1
"342","fkspe",6,14,"96;498",27,1,"High School Graduate",1,0,0,"spe",1
"343","fkswi",7,19,"96;498",27,1,"High School Graduate",1,0,0,"swi",1
"344","flboa",7,30,"96;498",27,1,"High School Graduate",0,0,0,"boa",0
"345","flcar",7,15,"96;498",27,1,"High School Graduate",0,0,0,"car",0
"346","flche",7,18,"96;498",27,1,"High School Graduate",0,0,0,"che",0
"347","flsha",5,3,"96;498",27,1,"High School Graduate",0,0,0,"sha",0
"348","flswi",7,28,"96;498",27,1,"High School Graduate",0,0,0,"swi",0
"349","ikbox",6,32,"96;498",27,1,"High School Graduate",1,1,0,"box",1
"350","ikbur",5,20,"96;498",27,1,"High School Graduate",1,1,0,"bur",1
"351","ikpon",7,13,"96;498",27,1,"High School Graduate",1,1,0,"pon",1
"352","ikshi",7,16,"96;498",27,1,"High School Graduate",1,1,0,"shi",1
"353","ikspe",7,5,"96;498",27,1,"High School Graduate",1,1,0,"spe",1
"354","ilbox",7,23,"96;498",27,1,"High School Graduate",0,1,0,"box",0
"355","ilche",7,27,"96;498",27,1,"High School Graduate",0,1,0,"che",0
"356","ilpon",7,22,"96;498",27,1,"High School Graduate",0,1,0,"pon",0
"357","ilsha",6,12,"96;498",27,1,"High School Graduate",0,1,0,"sha",0
"358","ilshi",1,7,"96;498",27,1,"High School Graduate",0,1,0,"shi",0
"359","ilswi",1,9,"96;498",27,1,"High School Graduate",0,1,0,"swi",0
"360","nfrub",5,26,"96;498",27,1,"High School Graduate",1,0,0,"rub",1
"361","cfaqu",4,20,"96;502",28,1,"Some College",0,0,1,"aqu",1
"362","cfbur",4,32,"96;502",28,1,"Some College",0,0,1,"bur",1
"363","cfrub",4,7,"96;502",28,1,"Some College",0,0,1,"rub",1
"364","cibox",2,12,"96;502",28,1,"Some College",0,1,1,"box",1
"365","cibur",4,23,"96;502",28,1,"Some College",0,1,1,"bur",1
"366","cispe",4,27,"96;502",28,1,"Some College",0,1,1,"spe",1
"367","fkaqu",4,29,"96;502",28,1,"Some College",1,0,0,"aqu",1
"368","fkboa",4,11,"96;502",28,1,"Some College",1,0,0,"boa",1
"369","fkbox",4,22,"96;502",28,1,"Some College",1,0,0,"box",1
"370","fkbur",4,14,"96;502",28,1,"Some College",1,0,0,"bur",1
"371","fkcar",4,30,"96;502",28,1,"Some College",1,0,0,"car",1
"372","fkspe",4,9,"96;502",28,1,"Some College",1,0,0,"spe",1
"373","fkswi",4,25,"96;502",28,1,"Some College",1,0,0,"swi",1
"374","flboa",4,2,"96;502",28,1,"Some College",0,0,0,"boa",0
"375","flcar",5,21,"96;502",28,1,"Some College",0,0,0,"car",0
"376","flche",4,4,"96;502",28,1,"Some College",0,0,0,"che",0
"377","flsha",4,28,"96;502",28,1,"Some College",0,0,0,"sha",0
"378","flswi",4,6,"96;502",28,1,"Some College",0,0,0,"swi",0
"379","ikbox",4,3,"96;502",28,1,"Some College",1,1,0,"box",1
"380","ikbur",3,5,"96;502",28,1,"Some College",1,1,0,"bur",1
"381","ikpon",4,1,"96;502",28,1,"Some College",1,1,0,"pon",1
"382","ikshi",5,17,"96;502",28,1,"Some College",1,1,0,"shi",1
"383","ikspe",4,19,"96;502",28,1,"Some College",1,1,0,"spe",1
"384","ilbox",4,31,"96;502",28,1,"Some College",0,1,0,"box",0
"385","ilche",4,13,"96;502",28,1,"Some College",0,1,0,"che",0
"386","ilpon",4,10,"96;502",28,1,"Some College",0,1,0,"pon",0
"387","ilsha",4,18,"96;502",28,1,"Some College",0,1,0,"sha",0
"388","ilshi",4,26,"96;502",28,1,"Some College",0,1,0,"shi",0
"389","ilswi",4,15,"96;502",28,1,"Some College",0,1,0,"swi",0
"390","nfrub",4,16,"96;502",28,1,"Some College",1,0,0,"rub",1
"391","cfaqu",5,31,"96;505",30,0,"Bachelor's Degree",0,0,1,"aqu",1
"392","cfbur",5,2,"96;505",30,0,"Bachelor's Degree",0,0,1,"bur",1
"393","cfrub",4,17,"96;505",30,0,"Bachelor's Degree",0,0,1,"rub",1
"394","cibox",3,1,"96;505",30,0,"Bachelor's Degree",0,1,1,"box",1
"395","cibur",1,29,"96;505",30,0,"Bachelor's Degree",0,1,1,"bur",1
"396","cispe",2,24,"96;505",30,0,"Bachelor's Degree",0,1,1,"spe",1
"397","fkaqu",4,4,"96;505",30,0,"Bachelor's Degree",1,0,0,"aqu",1
"398","fkboa",4,21,"96;505",30,0,"Bachelor's Degree",1,0,0,"boa",1
"399","fkbox",4,10,"96;505",30,0,"Bachelor's Degree",1,0,0,"box",1
"400","fkbur",7,11,"96;505",30,0,"Bachelor's Degree",1,0,0,"bur",1
"401","fkcar",4,6,"96;505",30,0,"Bachelor's Degree",1,0,0,"car",1
"402","fkspe",4,14,"96;505",30,0,"Bachelor's Degree",1,0,0,"spe",1
"403","fkswi",4,19,"96;505",30,0,"Bachelor's Degree",1,0,0,"swi",1
"404","flboa",4,30,"96;505",30,0,"Bachelor's Degree",0,0,0,"boa",0
"405","flcar",4,15,"96;505",30,0,"Bachelor's Degree",0,0,0,"car",0
"406","flche",2,18,"96;505",30,0,"Bachelor's Degree",0,0,0,"che",0
"407","flsha",4,3,"96;505",30,0,"Bachelor's Degree",0,0,0,"sha",0
"408","flswi",3,28,"96;505",30,0,"Bachelor's Degree",0,0,0,"swi",0
"409","ikbox",2,32,"96;505",30,0,"Bachelor's Degree",1,1,0,"box",1
"410","ikbur",1,20,"96;505",30,0,"Bachelor's Degree",1,1,0,"bur",1
"411","ikpon",1,13,"96;505",30,0,"Bachelor's Degree",1,1,0,"pon",1
"412","ikshi",4,16,"96;505",30,0,"Bachelor's Degree",1,1,0,"shi",1
"413","ikspe",4,5,"96;505",30,0,"Bachelor's Degree",1,1,0,"spe",1
"414","ilbox",2,23,"96;505",30,0,"Bachelor's Degree",0,1,0,"box",0
"415","ilche",2,27,"96;505",30,0,"Bachelor's Degree",0,1,0,"che",0
"416","ilpon",3,22,"96;505",30,0,"Bachelor's Degree",0,1,0,"pon",0
"417","ilsha",4,12,"96;505",30,0,"Bachelor's Degree",0,1,0,"sha",0
"418","ilshi",7,7,"96;505",30,0,"Bachelor's Degree",0,1,0,"shi",0
"419","ilswi",1,9,"96;505",30,0,"Bachelor's Degree",0,1,0,"swi",0
"420","nfrub",4,26,"96;505",30,0,"Bachelor's Degree",1,0,0,"rub",1
"421","cfaqu",6,13,"96;511",26,1,"Bachelor's Degree",0,0,1,"aqu",1
"422","cfbur",7,1,"96;511",26,1,"Bachelor's Degree",0,0,1,"bur",1
"423","cfrub",6,26,"96;511",26,1,"Bachelor's Degree",0,0,1,"rub",1
"424","cibox",4,21,"96;511",26,1,"Bachelor's Degree",0,1,1,"box",1
"425","cibur",6,10,"96;511",26,1,"Bachelor's Degree",0,1,1,"bur",1
"426","cispe",5,6,"96;511",26,1,"Bachelor's Degree",0,1,1,"spe",1
"427","fkaqu",7,4,"96;511",26,1,"Bachelor's Degree",1,0,0,"aqu",1
"428","fkboa",5,22,"96;511",26,1,"Bachelor's Degree",1,0,0,"boa",1
"429","fkbox",5,11,"96;511",26,1,"Bachelor's Degree",1,0,0,"box",1
"430","fkbur",6,19,"96;511",26,1,"Bachelor's Degree",1,0,0,"bur",1
"431","fkcar",6,3,"96;511",26,1,"Bachelor's Degree",1,0,0,"car",1
"432","fkspe",6,24,"96;511",26,1,"Bachelor's Degree",1,0,0,"spe",1
"433","fkswi",6,8,"96;511",26,1,"Bachelor's Degree",1,0,0,"swi",1
"434","flboa",6,31,"96;511",26,1,"Bachelor's Degree",0,0,0,"boa",0
"435","flcar",6,12,"96;511",26,1,"Bachelor's Degree",0,0,0,"car",0
"436","flche",2,29,"96;511",26,1,"Bachelor's Degree",0,0,0,"che",0
"437","flsha",6,5,"96;511",26,1,"Bachelor's Degree",0,0,0,"sha",0
"438","flswi",5,27,"96;511",26,1,"Bachelor's Degree",0,0,0,"swi",0
"439","ikbox",6,30,"96;511",26,1,"Bachelor's Degree",1,1,0,"box",1
"440","ikbur",5,28,"96;511",26,1,"Bachelor's Degree",1,1,0,"bur",1
"441","ikpon",4,32,"96;511",26,1,"Bachelor's Degree",1,1,0,"pon",1
"442","ikshi",7,16,"96;511",26,1,"Bachelor's Degree",1,1,0,"shi",1
"443","ikspe",6,14,"96;511",26,1,"Bachelor's Degree",1,1,0,"spe",1
"444","ilbox",2,2,"96;511",26,1,"Bachelor's Degree",0,1,0,"box",0
"445","ilche",6,20,"96;511",26,1,"Bachelor's Degree",0,1,0,"che",0
"446","ilpon",6,23,"96;511",26,1,"Bachelor's Degree",0,1,0,"pon",0
"447","ilsha",6,15,"96;511",26,1,"Bachelor's Degree",0,1,0,"sha",0
"448","ilshi",5,7,"96;511",26,1,"Bachelor's Degree",0,1,0,"shi",0
"449","ilswi",6,18,"96;511",26,1,"Bachelor's Degree",0,1,0,"swi",0
"450","nfrub",6,17,"96;511",26,1,"Bachelor's Degree",1,0,0,"rub",1
"451","cfaqu",5,2,"96;512",36,1,"Some College",0,0,1,"aqu",1
"452","cfbur",1,31,"96;512",36,1,"Some College",0,0,1,"bur",1
"453","cfrub",1,16,"96;512",36,1,"Some College",0,0,1,"rub",1
"454","cibox",1,32,"96;512",36,1,"Some College",0,1,1,"box",1
"455","cibur",1,4,"96;512",36,1,"Some College",0,1,1,"bur",1
"456","cispe",1,9,"96;512",36,1,"Some College",0,1,1,"spe",1
"457","fkaqu",4,29,"96;512",36,1,"Some College",1,0,0,"aqu",1
"458","fkboa",1,12,"96;512",36,1,"Some College",1,0,0,"boa",1
"459","fkbox",1,23,"96;512",36,1,"Some College",1,0,0,"box",1
"460","fkbur",1,22,"96;512",36,1,"Some College",1,0,0,"bur",1
"461","fkcar",4,27,"96;512",36,1,"Some College",1,0,0,"car",1
"462","fkspe",1,19,"96;512",36,1,"Some College",1,0,0,"spe",1
"463","fkswi",1,14,"96;512",36,1,"Some College",1,0,0,"swi",1
"464","flboa",7,3,"96;512",36,1,"Some College",0,0,0,"boa",0
"465","flcar",7,18,"96;512",36,1,"Some College",0,0,0,"car",0
"466","flche",7,15,"96;512",36,1,"Some College",0,0,0,"che",0
"467","flsha",6,30,"96;512",36,1,"Some College",0,0,0,"sha",0
"468","flswi",7,5,"96;512",36,1,"Some College",0,0,0,"swi",0
"469","ikbox",1,1,"96;512",36,1,"Some College",1,1,0,"box",1
"470","ikbur",1,13,"96;512",36,1,"Some College",1,1,0,"bur",1
"471","ikpon",1,20,"96;512",36,1,"Some College",1,1,0,"pon",1
"472","ikshi",4,17,"96;512",36,1,"Some College",1,1,0,"shi",1
"473","ikspe",1,28,"96;512",36,1,"Some College",1,1,0,"spe",1
"474","ilbox",2,10,"96;512",36,1,"Some College",0,1,0,"box",0
"475","ilche",7,6,"96;512",36,1,"Some College",0,1,0,"che",0
"476","ilpon",1,11,"96;512",36,1,"Some College",0,1,0,"pon",0
"477","ilsha",3,21,"96;512",36,1,"Some College",0,1,0,"sha",0
"478","ilshi",7,26,"96;512",36,1,"Some College",0,1,0,"shi",0
"479","ilswi",7,24,"96;512",36,1,"Some College",0,1,0,"swi",0
"480","nfrub",1,7,"96;512",36,1,"Some College",1,0,0,"rub",1
"481","cfaqu",4,20,"96;518",53,0,"Bachelor's Degree",0,0,1,"aqu",1
"482","cfbur",7,32,"96;518",53,0,"Bachelor's Degree",0,0,1,"bur",1
"483","cfrub",7,7,"96;518",53,0,"Bachelor's Degree",0,0,1,"rub",1
"484","cibox",1,12,"96;518",53,0,"Bachelor's Degree",0,1,1,"box",1
"485","cibur",7,23,"96;518",53,0,"Bachelor's Degree",0,1,1,"bur",1
"486","cispe",4,27,"96;518",53,0,"Bachelor's Degree",0,1,1,"spe",1
"487","fkaqu",7,29,"96;518",53,0,"Bachelor's Degree",1,0,0,"aqu",1
"488","fkboa",7,11,"96;518",53,0,"Bachelor's Degree",1,0,0,"boa",1
"489","fkbox",7,22,"96;518",53,0,"Bachelor's Degree",1,0,0,"box",1
"490","fkbur",7,14,"96;518",53,0,"Bachelor's Degree",1,0,0,"bur",1
"491","fkcar",1,30,"96;518",53,0,"Bachelor's Degree",1,0,0,"car",1
"492","fkspe",7,9,"96;518",53,0,"Bachelor's Degree",1,0,0,"spe",1
"493","fkswi",7,25,"96;518",53,0,"Bachelor's Degree",1,0,0,"swi",1
"494","flboa",4,2,"96;518",53,0,"Bachelor's Degree",0,0,0,"boa",0
"495","flcar",4,21,"96;518",53,0,"Bachelor's Degree",0,0,0,"car",0
"496","flche",4,4,"96;518",53,0,"Bachelor's Degree",0,0,0,"che",0
"497","flsha",4,28,"96;518",53,0,"Bachelor's Degree",0,0,0,"sha",0
"498","flswi",2,6,"96;518",53,0,"Bachelor's Degree",0,0,0,"swi",0
"499","ikbox",4,3,"96;518",53,0,"Bachelor's Degree",1,1,0,"box",1
"500","ikbur",7,5,"96;518",53,0,"Bachelor's Degree",1,1,0,"bur",1
"501","ikpon",1,1,"96;518",53,0,"Bachelor's Degree",1,1,0,"pon",1
"502","ikshi",1,17,"96;518",53,0,"Bachelor's Degree",1,1,0,"shi",1
"503","ikspe",7,19,"96;518",53,0,"Bachelor's Degree",1,1,0,"spe",1
"504","ilbox",1,31,"96;518",53,0,"Bachelor's Degree",0,1,0,"box",0
"505","ilche",4,13,"96;518",53,0,"Bachelor's Degree",0,1,0,"che",0
"506","ilpon",7,10,"96;518",53,0,"Bachelor's Degree",0,1,0,"pon",0
"507","ilsha",7,18,"96;518",53,0,"Bachelor's Degree",0,1,0,"sha",0
"508","ilshi",7,26,"96;518",53,0,"Bachelor's Degree",0,1,0,"shi",0
"509","ilswi",7,15,"96;518",53,0,"Bachelor's Degree",0,1,0,"swi",0
"510","nfrub",7,16,"96;518",53,0,"Bachelor's Degree",1,0,0,"rub",1
"511","cfaqu",5,31,"96;519",36,1,"Bachelor's Degree",0,0,1,"aqu",1
"512","cfbur",5,2,"96;519",36,1,"Bachelor's Degree",0,0,1,"bur",1
"513","cfrub",2,17,"96;519",36,1,"Bachelor's Degree",0,0,1,"rub",1
"514","cibox",1,1,"96;519",36,1,"Bachelor's Degree",0,1,1,"box",1
"515","cibur",7,29,"96;519",36,1,"Bachelor's Degree",0,1,1,"bur",1
"516","cispe",1,24,"96;519",36,1,"Bachelor's Degree",0,1,1,"spe",1
"517","fkaqu",5,4,"96;519",36,1,"Bachelor's Degree",1,0,0,"aqu",1
"518","fkboa",1,21,"96;519",36,1,"Bachelor's Degree",1,0,0,"boa",1
"519","fkbox",3,10,"96;519",36,1,"Bachelor's Degree",1,0,0,"box",1
"520","fkbur",7,11,"96;519",36,1,"Bachelor's Degree",1,0,0,"bur",1
"521","fkcar",3,6,"96;519",36,1,"Bachelor's Degree",1,0,0,"car",1
"522","fkspe",1,14,"96;519",36,1,"Bachelor's Degree",1,0,0,"spe",1
"523","fkswi",4,19,"96;519",36,1,"Bachelor's Degree",1,0,0,"swi",1
"524","flboa",1,30,"96;519",36,1,"Bachelor's Degree",0,0,0,"boa",0
"525","flcar",6,15,"96;519",36,1,"Bachelor's Degree",0,0,0,"car",0
"526","flche",7,18,"96;519",36,1,"Bachelor's Degree",0,0,0,"che",0
"527","flsha",4,3,"96;519",36,1,"Bachelor's Degree",0,0,0,"sha",0
"528","flswi",4,28,"96;519",36,1,"Bachelor's Degree",0,0,0,"swi",0
"529","ikbox",2,32,"96;519",36,1,"Bachelor's Degree",1,1,0,"box",1
"530","ikbur",5,20,"96;519",36,1,"Bachelor's Degree",1,1,0,"bur",1
"531","ikpon",1,13,"96;519",36,1,"Bachelor's Degree",1,1,0,"pon",1
"532","ikshi",2,16,"96;519",36,1,"Bachelor's Degree",1,1,0,"shi",1
"533","ikspe",1,5,"96;519",36,1,"Bachelor's Degree",1,1,0,"spe",1
"534","ilbox",3,23,"96;519",36,1,"Bachelor's Degree",0,1,0,"box",0
"535","ilche",7,27,"96;519",36,1,"Bachelor's Degree",0,1,0,"che",0
"536","ilpon",3,22,"96;519",36,1,"Bachelor's Degree",0,1,0,"pon",0
"537","ilsha",4,12,"96;519",36,1,"Bachelor's Degree",0,1,0,"sha",0
"538","ilshi",2,7,"96;519",36,1,"Bachelor's Degree",0,1,0,"shi",0
"539","ilswi",4,9,"96;519",36,1,"Bachelor's Degree",0,1,0,"swi",0
"540","nfrub",2,26,"96;519",36,1,"Bachelor's Degree",1,0,0,"rub",1
"541","cfaqu",5,2,"96;531",23,0,"Bachelor's Degree",0,0,1,"aqu",1
"542","cfbur",5,31,"96;531",23,0,"Bachelor's Degree",0,0,1,"bur",1
"543","cfrub",3,16,"96;531",23,0,"Bachelor's Degree",0,0,1,"rub",1
"544","cibox",3,32,"96;531",23,0,"Bachelor's Degree",0,1,1,"box",1
"545","cibur",2,4,"96;531",23,0,"Bachelor's Degree",0,1,1,"bur",1
"546","cispe",1,9,"96;531",23,0,"Bachelor's Degree",0,1,1,"spe",1
"547","fkaqu",4,29,"96;531",23,0,"Bachelor's Degree",1,0,0,"aqu",1
"548","fkboa",3,12,"96;531",23,0,"Bachelor's Degree",1,0,0,"boa",1
"549","fkbox",3,23,"96;531",23,0,"Bachelor's Degree",1,0,0,"box",1
"550","fkbur",6,22,"96;531",23,0,"Bachelor's Degree",1,0,0,"bur",1
"551","fkcar",3,27,"96;531",23,0,"Bachelor's Degree",1,0,0,"car",1
"552","fkspe",2,19,"96;531",23,0,"Bachelor's Degree",1,0,0,"spe",1
"553","fkswi",3,14,"96;531",23,0,"Bachelor's Degree",1,0,0,"swi",1
"554","flboa",4,3,"96;531",23,0,"Bachelor's Degree",0,0,0,"boa",0
"555","flcar",2,18,"96;531",23,0,"Bachelor's Degree",0,0,0,"car",0
"556","flche",2,15,"96;531",23,0,"Bachelor's Degree",0,0,0,"che",0
"557","flsha",4,30,"96;531",23,0,"Bachelor's Degree",0,0,0,"sha",0
"558","flswi",3,5,"96;531",23,0,"Bachelor's Degree",0,0,0,"swi",0
"559","ikbox",5,1,"96;531",23,0,"Bachelor's Degree",1,1,0,"box",1
"560","ikbur",3,13,"96;531",23,0,"Bachelor's Degree",1,1,0,"bur",1
"561","ikpon",1,20,"96;531",23,0,"Bachelor's Degree",1,1,0,"pon",1
"562","ikshi",3,17,"96;531",23,0,"Bachelor's Degree",1,1,0,"shi",1
"563","ikspe",2,28,"96;531",23,0,"Bachelor's Degree",1,1,0,"spe",1
"564","ilbox",3,10,"96;531",23,0,"Bachelor's Degree",0,1,0,"box",0
"565","ilche",2,6,"96;531",23,0,"Bachelor's Degree",0,1,0,"che",0
"566","ilpon",2,11,"96;531",23,0,"Bachelor's Degree",0,1,0,"pon",0
"567","ilsha",3,21,"96;531",23,0,"Bachelor's Degree",0,1,0,"sha",0
"568","ilshi",4,26,"96;531",23,0,"Bachelor's Degree",0,1,0,"shi",0
"569","ilswi",5,24,"96;531",23,0,"Bachelor's Degree",0,1,0,"swi",0
"570","nfrub",4,7,"96;531",23,0,"Bachelor's Degree",1,0,0,"rub",1
"571","cfaqu",4,20,"96;533",23,0,"Bachelor's Degree",0,0,1,"aqu",1
"572","cfbur",3,32,"96;533",23,0,"Bachelor's Degree",0,0,1,"bur",1
"573","cfrub",4,7,"96;533",23,0,"Bachelor's Degree",0,0,1,"rub",1
"574","cibox",3,12,"96;533",23,0,"Bachelor's Degree",0,1,1,"box",1
"575","cibur",3,23,"96;533",23,0,"Bachelor's Degree",0,1,1,"bur",1
"576","cispe",2,27,"96;533",23,0,"Bachelor's Degree",0,1,1,"spe",1
"577","fkaqu",4,29,"96;533",23,0,"Bachelor's Degree",1,0,0,"aqu",1
"578","fkboa",3,11,"96;533",23,0,"Bachelor's Degree",1,0,0,"boa",1
"579","fkbox",3,22,"96;533",23,0,"Bachelor's Degree",1,0,0,"box",1
"580","fkbur",4,14,"96;533",23,0,"Bachelor's Degree",1,0,0,"bur",1
"581","fkcar",3,30,"96;533",23,0,"Bachelor's Degree",1,0,0,"car",1
"582","fkspe",5,9,"96;533",23,0,"Bachelor's Degree",1,0,0,"spe",1
"583","fkswi",4,25,"96;533",23,0,"Bachelor's Degree",1,0,0,"swi",1
"584","flboa",5,2,"96;533",23,0,"Bachelor's Degree",0,0,0,"boa",0
"585","flcar",4,21,"96;533",23,0,"Bachelor's Degree",0,0,0,"car",0
"586","flche",5,4,"96;533",23,0,"Bachelor's Degree",0,0,0,"che",0
"587","flsha",5,28,"96;533",23,0,"Bachelor's Degree",0,0,0,"sha",0
"588","flswi",4,6,"96;533",23,0,"Bachelor's Degree",0,0,0,"swi",0
"589","ikbox",3,3,"96;533",23,0,"Bachelor's Degree",1,1,0,"box",1
"590","ikbur",3,5,"96;533",23,0,"Bachelor's Degree",1,1,0,"bur",1
"591","ikpon",3,1,"96;533",23,0,"Bachelor's Degree",1,1,0,"pon",1
"592","ikshi",4,17,"96;533",23,0,"Bachelor's Degree",1,1,0,"shi",1
"593","ikspe",3,19,"96;533",23,0,"Bachelor's Degree",1,1,0,"spe",1
"594","ilbox",5,31,"96;533",23,0,"Bachelor's Degree",0,1,0,"box",0
"595","ilche",4,13,"96;533",23,0,"Bachelor's Degree",0,1,0,"che",0
"596","ilpon",6,10,"96;533",23,0,"Bachelor's Degree",0,1,0,"pon",0
"597","ilsha",4,18,"96;533",23,0,"Bachelor's Degree",0,1,0,"sha",0
"598","ilshi",5,26,"96;533",23,0,"Bachelor's Degree",0,1,0,"shi",0
"599","ilswi",4,15,"96;533",23,0,"Bachelor's Degree",0,1,0,"swi",0
"600","nfrub",4,16,"96;533",23,0,"Bachelor's Degree",1,0,0,"rub",1
"601","cfaqu",4,31,"96;538",39,0,"Graduate Degree",0,0,1,"aqu",1
"602","cfbur",5,2,"96;538",39,0,"Graduate Degree",0,0,1,"bur",1
"603","cfrub",2,17,"96;538",39,0,"Graduate Degree",0,0,1,"rub",1
"604","cibox",1,1,"96;538",39,0,"Graduate Degree",0,1,1,"box",1
"605","cibur",1,29,"96;538",39,0,"Graduate Degree",0,1,1,"bur",1
"606","cispe",1,24,"96;538",39,0,"Graduate Degree",0,1,1,"spe",1
"607","fkaqu",5,4,"96;538",39,0,"Graduate Degree",1,0,0,"aqu",1
"608","fkboa",2,21,"96;538",39,0,"Graduate Degree",1,0,0,"boa",1
"609","fkbox",6,10,"96;538",39,0,"Graduate Degree",1,0,0,"box",1
"610","fkbur",6,11,"96;538",39,0,"Graduate Degree",1,0,0,"bur",1
"611","fkcar",1,6,"96;538",39,0,"Graduate Degree",1,0,0,"car",1
"612","fkspe",2,14,"96;538",39,0,"Graduate Degree",1,0,0,"spe",1
"613","fkswi",4,19,"96;538",39,0,"Graduate Degree",1,0,0,"swi",1
"614","flboa",2,30,"96;538",39,0,"Graduate Degree",0,0,0,"boa",0
"615","flcar",3,15,"96;538",39,0,"Graduate Degree",0,0,0,"car",0
"616","flche",4,18,"96;538",39,0,"Graduate Degree",0,0,0,"che",0
"617","flsha",3,3,"96;538",39,0,"Graduate Degree",0,0,0,"sha",0
"618","flswi",2,28,"96;538",39,0,"Graduate Degree",0,0,0,"swi",0
"619","ikbox",1,32,"96;538",39,0,"Graduate Degree",1,1,0,"box",1
"620","ikbur",1,20,"96;538",39,0,"Graduate Degree",1,1,0,"bur",1
"621","ikpon",1,13,"96;538",39,0,"Graduate Degree",1,1,0,"pon",1
"622","ikshi",2,16,"96;538",39,0,"Graduate Degree",1,1,0,"shi",1
"623","ikspe",1,5,"96;538",39,0,"Graduate Degree",1,1,0,"spe",1
"624","ilbox",3,23,"96;538",39,0,"Graduate Degree",0,1,0,"box",0
"625","ilche",5,27,"96;538",39,0,"Graduate Degree",0,1,0,"che",0
"626","ilpon",2,22,"96;538",39,0,"Graduate Degree",0,1,0,"pon",0
"627","ilsha",2,12,"96;538",39,0,"Graduate Degree",0,1,0,"sha",0
"628","ilshi",3,7,"96;538",39,0,"Graduate Degree",0,1,0,"shi",0
"629","ilswi",1,9,"96;538",39,0,"Graduate Degree",0,1,0,"swi",0
"630","nfrub",2,26,"96;538",39,0,"Graduate Degree",1,0,0,"rub",1
"631","cfaqu",6,2,"96;547",26,1,"Master's Degree",0,0,1,"aqu",1
"632","cfbur",1,31,"96;547",26,1,"Master's Degree",0,0,1,"bur",1
"633","cfrub",2,16,"96;547",26,1,"Master's Degree",0,0,1,"rub",1
"634","cibox",1,32,"96;547",26,1,"Master's Degree",0,1,1,"box",1
"635","cibur",2,4,"96;547",26,1,"Master's Degree",0,1,1,"bur",1
"636","cispe",1,9,"96;547",26,1,"Master's Degree",0,1,1,"spe",1
"637","fkaqu",6,29,"96;547",26,1,"Master's Degree",1,0,0,"aqu",1
"638","fkboa",2,12,"96;547",26,1,"Master's Degree",1,0,0,"boa",1
"639","fkbox",6,23,"96;547",26,1,"Master's Degree",1,0,0,"box",1
"640","fkbur",3,22,"96;547",26,1,"Master's Degree",1,0,0,"bur",1
"641","fkcar",5,27,"96;547",26,1,"Master's Degree",1,0,0,"car",1
"642","fkspe",2,19,"96;547",26,1,"Master's Degree",1,0,0,"spe",1
"643","fkswi",5,14,"96;547",26,1,"Master's Degree",1,0,0,"swi",1
"644","flboa",6,3,"96;547",26,1,"Master's Degree",0,0,0,"boa",0
"645","flcar",6,18,"96;547",26,1,"Master's Degree",0,0,0,"car",0
"646","flche",6,15,"96;547",26,1,"Master's Degree",0,0,0,"che",0
"647","flsha",5,30,"96;547",26,1,"Master's Degree",0,0,0,"sha",0
"648","flswi",7,5,"96;547",26,1,"Master's Degree",0,0,0,"swi",0
"649","ikbox",5,1,"96;547",26,1,"Master's Degree",1,1,0,"box",1
"650","ikbur",1,13,"96;547",26,1,"Master's Degree",1,1,0,"bur",1
"651","ikpon",2,20,"96;547",26,1,"Master's Degree",1,1,0,"pon",1
"652","ikshi",6,17,"96;547",26,1,"Master's Degree",1,1,0,"shi",1
"653","ikspe",2,28,"96;547",26,1,"Master's Degree",1,1,0,"spe",1
"654","ilbox",3,10,"96;547",26,1,"Master's Degree",0,1,0,"box",0
"655","ilche",7,6,"96;547",26,1,"Master's Degree",0,1,0,"che",0
"656","ilpon",4,11,"96;547",26,1,"Master's Degree",0,1,0,"pon",0
"657","ilsha",6,21,"96;547",26,1,"Master's Degree",0,1,0,"sha",0
"658","ilshi",6,26,"96;547",26,1,"Master's Degree",0,1,0,"shi",0
"659","ilswi",6,24,"96;547",26,1,"Master's Degree",0,1,0,"swi",0
"660","nfrub",4,7,"96;547",26,1,"Master's Degree",1,0,0,"rub",1
"661","cfaqu",1,13,"96;550",14,1,"Some High School",0,0,1,"aqu",1
"662","cfbur",1,1,"96;550",14,1,"Some High School",0,0,1,"bur",1
"663","cfrub",1,26,"96;550",14,1,"Some High School",0,0,1,"rub",1
"664","cibox",1,21,"96;550",14,1,"Some High School",0,1,1,"box",1
"665","cibur",1,10,"96;550",14,1,"Some High School",0,1,1,"bur",1
"666","cispe",1,6,"96;550",14,1,"Some High School",0,1,1,"spe",1
"667","fkaqu",1,4,"96;550",14,1,"Some High School",1,0,0,"aqu",1
"668","fkboa",1,22,"96;550",14,1,"Some High School",1,0,0,"boa",1
"669","fkbox",1,11,"96;550",14,1,"Some High School",1,0,0,"box",1
"670","fkbur",1,19,"96;550",14,1,"Some High School",1,0,0,"bur",1
"671","fkcar",2,3,"96;550",14,1,"Some High School",1,0,0,"car",1
"672","fkspe",1,24,"96;550",14,1,"Some High School",1,0,0,"spe",1
"673","fkswi",1,8,"96;550",14,1,"Some High School",1,0,0,"swi",1
"674","flboa",1,31,"96;550",14,1,"Some High School",0,0,0,"boa",0
"675","flcar",1,12,"96;550",14,1,"Some High School",0,0,0,"car",0
